Case ID,Start Timestamp,Complete Timestamp,Task,Resource
72,2024-09-27 22:36:18.051042,2024-09-27 22:36:20.636154,Fill personal information and click book button,David
72,2024-09-27 22:36:20.636154,2024-09-27 22:36:24.858642,Validate user input,BookingSystem
72,2024-09-27 22:36:24.858642,2024-09-27 22:36:28.884706,Check availability,InventorySystem
72,2024-09-27 22:36:28.884706,2024-09-27 22:36:33.268529,Create an order and return an order id to user,BookingSystem
72,2024-09-27 22:36:33.268529,2024-09-27 22:36:35.940595,Confirm and pay,David
72,2024-09-27 22:36:35.940595,2024-09-27 22:36:38.180202,Validate user payment information and process payment,PaymentGateway
72,2024-09-27 22:36:38.180202,2024-09-27 22:36:40.296641,Update inventory,InventorySystem
72,2024-09-27 22:36:40.296641,2024-09-27 22:36:43.496981,Send confirmation message to user,BookingSystem
72,2024-09-27 22:36:43.496981,2024-09-27 22:36:47.206815,Receive confirmation,David
73,2024-09-27 22:36:02.925034,2024-09-27 22:36:07.203138,Search for attraction,Charlie
73,2024-09-27 22:36:07.203138,2024-09-27 22:36:11.280448,Response attraction information to user,VisitorInformationSystem
73,2024-09-27 22:36:11.280448,2024-09-27 22:36:13.083876,Click specific attraction book now button,Charlie
73,2024-09-27 22:36:13.083876,2024-09-27 22:36:15.979854,Response tour information to user,BookingSystem
73,2024-09-27 22:36:15.979854,2024-09-27 22:36:20.244251,View specific tour details,Charlie
73,2024-09-27 22:36:20.244251,2024-09-27 22:36:24.502800,Fill personal information and click book button,Charlie
73,2024-09-27 22:36:24.502800,2024-09-27 22:36:27.727358,Validate user input,BookingSystem
73,2024-09-27 22:36:27.727358,2024-09-27 22:36:32.081812,Check availability,InventorySystem
73,2024-09-27 22:36:32.081812,2024-09-27 22:36:36.614496,Create an order and return an order id to user,BookingSystem
73,2024-09-27 22:36:36.614496,2024-09-27 22:36:41.218989,Confirm and pay,Charlie
73,2024-09-27 22:36:41.218989,2024-09-27 22:36:45.320252,Validate user payment information and process payment,PaymentGateway
73,2024-09-27 22:36:45.320252,2024-09-27 22:36:49.917753,Update inventory,InventorySystem
73,2024-09-27 22:36:49.917753,2024-09-27 22:36:51.597898,Send confirmation message to user,BookingSystem
73,2024-09-27 22:36:51.597898,2024-09-27 22:36:54.494563,Receive confirmation,Charlie
74,2024-09-27 22:36:02.925041,2024-09-27 22:36:07.753489,Browse attraction page,Bob
74,2024-09-27 22:36:07.753489,2024-09-27 22:36:09.338168,Response attraction information to user,VisitorInformationSystem
74,2024-09-27 22:36:09.338168,2024-09-27 22:36:11.916660,Click specific attraction book now button,Bob
74,2024-09-27 22:36:11.916660,2024-09-27 22:36:16.642966,Response tour information to user,BookingSystem
74,2024-09-27 22:36:16.642966,2024-09-27 22:36:18.536878,View specific tour details,Bob
74,2024-09-27 22:36:18.536878,2024-09-27 22:36:20.457491,Fill personal information and click book button,Bob
74,2024-09-27 22:36:20.457491,2024-09-27 22:36:22.611986,Validate user input,BookingSystem
74,2024-09-27 22:36:22.611986,2024-09-27 22:36:24.845519,Check availability,InventorySystem
74,2024-09-27 22:36:24.845519,2024-09-27 22:36:27.254154,Create an order and return an order id to user,BookingSystem
74,2024-09-27 22:36:27.254154,2024-09-27 22:36:30.724923,Confirm and pay,Bob
74,2024-09-27 22:36:30.724923,2024-09-27 22:36:32.711543,Validate user payment information and process payment,PaymentGateway
74,2024-09-27 22:36:32.711543,2024-09-27 22:36:35.679595,Update inventory,InventorySystem
74,2024-09-27 22:36:35.679595,2024-09-27 22:36:36.943749,Send confirmation message to user,BookingSystem
74,2024-09-27 22:36:36.943749,2024-09-27 22:36:41.029543,Receive confirmation,Bob
75,2024-09-27 22:36:02.925049,2024-09-27 22:36:05.791245,Search for attraction,Eve
75,2024-09-27 22:36:05.791245,2024-09-27 22:36:07.050595,Response attraction information to user,VisitorInformationSystem
75,2024-09-27 22:36:07.050595,2024-09-27 22:36:11.547212,Click specific attraction book now button,Eve
75,2024-09-27 22:36:11.547212,2024-09-27 22:36:14.680323,Response tour information to user,BookingSystem
75,2024-09-27 22:36:14.680323,2024-09-27 22:36:19.065616,View specific tour details,Eve
75,2024-09-27 22:36:19.065616,2024-09-27 22:36:20.086016,Fill personal information and click book button,Eve
75,2024-09-27 22:36:20.086016,2024-09-27 22:36:24.489825,Validate user input,BookingSystem
75,2024-09-27 22:36:24.489825,2024-09-27 22:36:26.263137,Check availability,InventorySystem
75,2024-09-27 22:36:26.263137,2024-09-27 22:36:29.064402,Create an order and return an order id to user,BookingSystem
75,2024-09-27 22:36:29.064402,2024-09-27 22:36:32.926387,Confirm and pay,Eve
75,2024-09-27 22:36:32.926387,2024-09-27 22:36:32.926387,Process terminated: Payment failure,PaymentGateway
76,2024-09-27 22:36:02.925054,2024-09-27 22:36:06.655479,Browse attraction page,David
76,2024-09-27 22:36:06.655479,2024-09-27 22:36:08.529849,Response attraction information to user,VisitorInformationSystem
76,2024-09-27 22:36:08.529849,2024-09-27 22:36:10.192257,Click specific attraction book now button,David
76,2024-09-27 22:36:10.192257,2024-09-27 22:36:13.085415,Response tour information to user,BookingSystem
76,2024-09-27 22:36:13.085415,2024-09-27 22:36:16.206456,View specific tour details,David
76,2024-09-27 22:36:16.206456,2024-09-27 22:36:18.296216,Fill personal information and click book button,David
76,2024-09-27 22:36:18.296216,2024-09-27 22:36:21.751548,Validate user input,BookingSystem
76,2024-09-27 22:36:21.751548,2024-09-27 22:36:23.547553,Check availability,InventorySystem
76,2024-09-27 22:36:23.547553,2024-09-27 22:36:24.830319,Create an order and return an order id to user,BookingSystem
76,2024-09-27 22:36:24.830319,2024-09-27 22:36:28.545047,Confirm and pay,David
76,2024-09-27 22:36:28.545047,2024-09-27 22:36:32.247152,Validate user payment information and process payment,PaymentGateway
76,2024-09-27 22:36:32.247152,2024-09-27 22:36:35.675121,Update inventory,InventorySystem
76,2024-09-27 22:36:35.675121,2024-09-27 22:36:38.448440,Send confirmation message to user,BookingSystem
76,2024-09-27 22:36:38.448440,2024-09-27 22:36:42.135177,Receive confirmation,David
77,2024-09-27 22:36:02.925062,2024-09-27 22:36:06.839258,Browse attraction page,Charlie
77,2024-09-27 22:36:06.839258,2024-09-27 22:36:09.940566,Response attraction information to user,VisitorInformationSystem
77,2024-09-27 22:36:09.940566,2024-09-27 22:36:12.118245,Click specific attraction book now button,Charlie
77,2024-09-27 22:36:12.118245,2024-09-27 22:36:13.489674,Response tour information to user,BookingSystem
77,2024-09-27 22:36:13.489674,2024-09-27 22:36:14.608606,View specific tour details,Charlie
77,2024-09-27 22:36:14.608606,2024-09-27 22:36:16.920833,Fill personal information and click book button,Charlie
77,2024-09-27 22:36:16.920833,2024-09-27 22:36:18.620213,Validate user input,BookingSystem
77,2024-09-27 22:36:18.620213,2024-09-27 22:36:23.196388,Check availability,InventorySystem
77,2024-09-27 22:36:23.196388,2024-09-27 22:36:25.914047,Create an order and return an order id to user,BookingSystem
77,2024-09-27 22:36:25.914047,2024-09-27 22:36:30.367670,Confirm and pay,Charlie
77,2024-09-27 22:36:30.367670,2024-09-27 22:36:34.268923,Validate user payment information and process payment,PaymentGateway
77,2024-09-27 22:36:34.268923,2024-09-27 22:36:38.610710,Update inventory,InventorySystem
77,2024-09-27 22:36:38.610710,2024-09-27 22:36:42.304608,Send confirmation message to user,BookingSystem
77,2024-09-27 22:36:42.304608,2024-09-27 22:36:47.033440,Receive confirmation,Charlie
78,2024-09-27 22:36:02.925069,2024-09-27 22:36:06.851077,Search for attraction,Alice
78,2024-09-27 22:36:06.851077,2024-09-27 22:36:08.612182,Response attraction information to user,VisitorInformationSystem
78,2024-09-27 22:36:08.612182,2024-09-27 22:36:11.941531,Click specific attraction book now button,Alice
78,2024-09-27 22:36:11.941531,2024-09-27 22:36:16.157495,Response tour information to user,BookingSystem
78,2024-09-27 22:36:16.157495,2024-09-27 22:36:19.098690,View specific tour details,Alice
78,2024-09-27 22:36:19.098690,2024-09-27 22:36:20.895590,Fill personal information and click book button,Alice
78,2024-09-27 22:36:20.895590,2024-09-27 22:36:23.960479,Validate user input,BookingSystem
78,2024-09-27 22:36:23.960479,2024-09-27 22:36:27.302140,Check availability,InventorySystem
78,2024-09-27 22:36:27.302140,2024-09-27 22:36:30.213500,Create an order and return an order id to user,BookingSystem
78,2024-09-27 22:36:30.213500,2024-09-27 22:36:34.241912,Confirm and pay,Alice
78,2024-09-27 22:36:34.241912,2024-09-27 22:36:36.917701,Validate user payment information and process payment,PaymentGateway
78,2024-09-27 22:36:36.917701,2024-09-27 22:36:38.542135,Update inventory,InventorySystem
78,2024-09-27 22:36:38.542135,2024-09-27 22:36:40.620095,Send confirmation message to user,BookingSystem
78,2024-09-27 22:36:40.620095,2024-09-27 22:36:43.043851,Receive confirmation,Alice
79,2024-09-27 22:36:02.925076,2024-09-27 22:36:04.469920,Search for attraction,Bob
79,2024-09-27 22:36:04.469920,2024-09-27 22:36:04.469920,Process terminated: User exited early,Bob
80,2024-09-27 22:36:02.925077,2024-09-27 22:36:04.161031,Browse attraction page,Alice
80,2024-09-27 22:36:04.161031,2024-09-27 22:36:06.079054,Response attraction information to user,VisitorInformationSystem
80,2024-09-27 22:36:06.079054,2024-09-27 22:36:08.063331,Click specific attraction book now button,Alice
80,2024-09-27 22:36:08.063331,2024-09-27 22:36:11.143997,Response tour information to user,BookingSystem
80,2024-09-27 22:36:11.143997,2024-09-27 22:36:14.361194,View specific tour details,Alice
80,2024-09-27 22:36:14.361194,2024-09-27 22:36:16.192851,Fill personal information and click book button,Alice
80,2024-09-27 22:36:16.192851,2024-09-27 22:36:19.540745,Validate user input,BookingSystem
80,2024-09-27 22:36:19.540745,2024-09-27 22:36:23.441156,Check availability,InventorySystem
80,2024-09-27 22:36:23.441156,2024-09-27 22:36:26.112027,Create an order and return an order id to user,BookingSystem
80,2024-09-27 22:36:26.112027,2024-09-27 22:36:29.800000,Confirm and pay,Alice
80,2024-09-27 22:36:29.800000,2024-09-27 22:36:32.119340,Validate user payment information and process payment,PaymentGateway
80,2024-09-27 22:36:32.119340,2024-09-27 22:36:34.462509,Update inventory,InventorySystem
80,2024-09-27 22:36:34.462509,2024-09-27 22:36:35.931115,Send confirmation message to user,BookingSystem
80,2024-09-27 22:36:35.931115,2024-09-27 22:36:38.407120,Receive confirmation,Alice
81,2024-09-27 22:36:02.925087,2024-09-27 22:36:05.028677,Browse attraction page,Alice
81,2024-09-27 22:36:05.028677,2024-09-27 22:36:06.183281,Response attraction information to user,VisitorInformationSystem
81,2024-09-27 22:36:06.183281,2024-09-27 22:36:10.503301,Click specific attraction book now button,Alice
81,2024-09-27 22:36:10.503301,2024-09-27 22:36:13.083419,Response tour information to user,BookingSystem
81,2024-09-27 22:36:13.083419,2024-09-27 22:36:14.897020,View specific tour details,Alice
81,2024-09-27 22:36:14.897020,2024-09-27 22:36:18.207382,Fill personal information and click book button,Alice
81,2024-09-27 22:36:18.207382,2024-09-27 22:36:19.368799,Validate user input,BookingSystem
81,2024-09-27 22:36:19.368799,2024-09-27 22:36:23.634169,Check availability,InventorySystem
81,2024-09-27 22:36:23.634169,2024-09-27 22:36:24.921393,Create an order and return an order id to user,BookingSystem
81,2024-09-27 22:36:24.921393,2024-09-27 22:36:26.234159,Confirm and pay,Alice
81,2024-09-27 22:36:26.234159,2024-09-27 22:36:27.332494,Validate user payment information and process payment,PaymentGateway
81,2024-09-27 22:36:27.332494,2024-09-27 22:36:28.926340,Update inventory,InventorySystem
81,2024-09-27 22:36:28.926340,2024-09-27 22:36:33.743154,Send confirmation message to user,BookingSystem
81,2024-09-27 22:36:33.743154,2024-09-27 22:36:36.868874,Receive confirmation,Alice
82,2024-09-27 22:36:02.925095,2024-09-27 22:36:04.147543,Search for attraction,Alice
82,2024-09-27 22:36:04.147543,2024-09-27 22:36:05.913120,Response attraction information to user,VisitorInformationSystem
82,2024-09-27 22:36:05.913120,2024-09-27 22:36:08.417269,Click specific attraction book now button,Alice
82,2024-09-27 22:36:08.417269,2024-09-27 22:36:10.735646,Response tour information to user,BookingSystem
82,2024-09-27 22:36:10.735646,2024-09-27 22:36:14.548142,View specific tour details,Alice
82,2024-09-27 22:36:14.548142,2024-09-27 22:36:19.033647,Fill personal information and click book button,Alice
82,2024-09-27 22:36:19.033647,2024-09-27 22:36:22.915420,Validate user input,BookingSystem
82,2024-09-27 22:36:22.915420,2024-09-27 22:36:26.200324,Check availability,InventorySystem
82,2024-09-27 22:36:26.200324,2024-09-27 22:36:30.120384,Create an order and return an order id to user,BookingSystem
82,2024-09-27 22:36:30.120384,2024-09-27 22:36:31.650509,Confirm and pay,Alice
82,2024-09-27 22:36:31.650509,2024-09-27 22:36:32.787047,Validate user payment information and process payment,PaymentGateway
82,2024-09-27 22:36:32.787047,2024-09-27 22:36:37.725346,Update inventory,InventorySystem
82,2024-09-27 22:36:37.725346,2024-09-27 22:36:39.819500,Send confirmation message to user,BookingSystem
82,2024-09-27 22:36:39.819500,2024-09-27 22:36:42.458239,Receive confirmation,Alice
83,2024-09-27 22:36:02.925105,2024-09-27 22:36:07.846230,Search for attraction,Bob
83,2024-09-27 22:36:07.846230,2024-09-27 22:36:11.140925,Response attraction information to user,VisitorInformationSystem
83,2024-09-27 22:36:11.140925,2024-09-27 22:36:12.821681,Click specific attraction book now button,Bob
83,2024-09-27 22:36:12.821681,2024-09-27 22:36:16.300123,Response tour information to user,BookingSystem
83,2024-09-27 22:36:16.300123,2024-09-27 22:36:17.903574,View specific tour details,Bob
83,2024-09-27 22:36:17.903574,2024-09-27 22:36:20.986736,Fill personal information and click book button,Bob
83,2024-09-27 22:36:20.986736,2024-09-27 22:36:22.788569,Validate user input,BookingSystem
83,2024-09-27 22:36:22.788569,2024-09-27 22:36:24.939657,Check availability,InventorySystem
83,2024-09-27 22:36:24.939657,2024-09-27 22:36:29.223372,Create an order and return an order id to user,BookingSystem
83,2024-09-27 22:36:29.223372,2024-09-27 22:36:30.310625,Confirm and pay,Bob
83,2024-09-27 22:36:30.310625,2024-09-27 22:36:31.471223,Validate user payment information and process payment,PaymentGateway
83,2024-09-27 22:36:31.471223,2024-09-27 22:36:35.931716,Update inventory,InventorySystem
83,2024-09-27 22:36:35.931716,2024-09-27 22:36:38.987083,Send confirmation message to user,BookingSystem
83,2024-09-27 22:36:38.987083,2024-09-27 22:36:43.854928,Receive confirmation,Bob
84,2024-09-27 22:36:02.925118,2024-09-27 22:36:04.869676,Search for attraction,Alice
84,2024-09-27 22:36:04.869676,2024-09-27 22:36:09.145982,Response attraction information to user,VisitorInformationSystem
84,2024-09-27 22:36:09.145982,2024-09-27 22:36:12.614638,Click specific attraction book now button,Alice
84,2024-09-27 22:36:12.614638,2024-09-27 22:36:16.833028,Response tour information to user,BookingSystem
84,2024-09-27 22:36:16.833028,2024-09-27 22:36:18.022005,View specific tour details,Alice
84,2024-09-27 22:36:18.022005,2024-09-27 22:36:22.110161,Fill personal information and click book button,Alice
84,2024-09-27 22:36:22.110161,2024-09-27 22:36:25.626080,Validate user input,BookingSystem
84,2024-09-27 22:36:25.626080,2024-09-27 22:36:26.724667,Check availability,InventorySystem
84,2024-09-27 22:36:26.724667,2024-09-27 22:36:31.289173,Create an order and return an order id to user,BookingSystem
84,2024-09-27 22:36:31.289173,2024-09-27 22:36:35.170926,Confirm and pay,Alice
84,2024-09-27 22:36:35.170926,2024-09-27 22:36:37.935775,Validate user payment information and process payment,PaymentGateway
84,2024-09-27 22:36:37.935775,2024-09-27 22:36:41.828879,Update inventory,InventorySystem
84,2024-09-27 22:36:41.828879,2024-09-27 22:36:43.817670,Send confirmation message to user,BookingSystem
84,2024-09-27 22:36:43.817670,2024-09-27 22:36:48.807561,Receive confirmation,Alice
85,2024-09-27 22:36:02.925125,2024-09-27 22:36:05.377326,Browse attraction page,Alice
85,2024-09-27 22:36:05.377326,2024-09-27 22:36:05.377326,Process terminated: User exited early,Alice
86,2024-09-27 22:36:02.925130,2024-09-27 22:36:06.811065,Browse attraction page,Eve
86,2024-09-27 22:36:06.811065,2024-09-27 22:36:06.811065,Process terminated: User exited early,Eve
87,2024-09-27 22:36:02.925131,2024-09-27 22:36:05.112351,Browse attraction page,Eve
87,2024-09-27 22:36:05.112351,2024-09-27 22:36:09.911402,Response attraction information to user,VisitorInformationSystem
87,2024-09-27 22:36:09.911402,2024-09-27 22:36:10.995077,Click specific attraction book now button,Eve
87,2024-09-27 22:36:10.995077,2024-09-27 22:36:15.412778,Response tour information to user,BookingSystem
87,2024-09-27 22:36:15.412778,2024-09-27 22:36:17.603956,View specific tour details,Eve
87,2024-09-27 22:36:17.603956,2024-09-27 22:36:19.397103,Fill personal information and click book button,Eve
87,2024-09-27 22:36:19.397103,2024-09-27 22:36:23.200233,Validate user input,BookingSystem
87,2024-09-27 22:36:23.200233,2024-09-27 22:36:26.797931,Check availability,InventorySystem
87,2024-09-27 22:36:26.797931,2024-09-27 22:36:28.235933,Create an order and return an order id to user,BookingSystem
87,2024-09-27 22:36:28.235933,2024-09-27 22:36:32.603681,Confirm and pay,Eve
87,2024-09-27 22:36:32.603681,2024-09-27 22:36:35.606701,Validate user payment information and process payment,PaymentGateway
87,2024-09-27 22:36:35.606701,2024-09-27 22:36:38.013097,Update inventory,InventorySystem
87,2024-09-27 22:36:38.013097,2024-09-27 22:36:39.133968,Send confirmation message to user,BookingSystem
87,2024-09-27 22:36:39.133968,2024-09-27 22:36:40.153812,Receive confirmation,Eve
88,2024-09-27 22:36:02.925142,2024-09-27 22:36:06.100500,Browse attraction page,David
88,2024-09-27 22:36:06.100500,2024-09-27 22:36:08.843879,Response attraction information to user,VisitorInformationSystem
88,2024-09-27 22:36:08.843879,2024-09-27 22:36:12.883759,Click specific attraction book now button,David
88,2024-09-27 22:36:12.883759,2024-09-27 22:36:14.101892,Response tour information to user,BookingSystem
88,2024-09-27 22:36:14.101892,2024-09-27 22:36:17.792330,View specific tour details,David
88,2024-09-27 22:36:17.792330,2024-09-27 22:36:21.244719,Fill personal information and click book button,David
88,2024-09-27 22:36:21.244719,2024-09-27 22:36:26.163702,Validate user input,BookingSystem
88,2024-09-27 22:36:26.163702,2024-09-27 22:36:30.569929,Check availability,InventorySystem
88,2024-09-27 22:36:30.569929,2024-09-27 22:36:34.957047,Create an order and return an order id to user,BookingSystem
88,2024-09-27 22:36:34.957047,2024-09-27 22:36:36.724893,Confirm and pay,David
88,2024-09-27 22:36:36.724893,2024-09-27 22:36:36.724893,Process terminated: Payment failure,PaymentGateway
89,2024-09-27 22:36:02.925148,2024-09-27 22:36:05.657958,Search for attraction,Alice
89,2024-09-27 22:36:05.657958,2024-09-27 22:36:07.509318,Response attraction information to user,VisitorInformationSystem
89,2024-09-27 22:36:07.509318,2024-09-27 22:36:09.751085,Click specific attraction book now button,Alice
89,2024-09-27 22:36:09.751085,2024-09-27 22:36:14.407959,Response tour information to user,BookingSystem
89,2024-09-27 22:36:14.407959,2024-09-27 22:36:15.995118,View specific tour details,Alice
89,2024-09-27 22:36:15.995118,2024-09-27 22:36:18.728755,Fill personal information and click book button,Alice
89,2024-09-27 22:36:18.728755,2024-09-27 22:36:20.148520,Validate user input,BookingSystem
89,2024-09-27 22:36:20.148520,2024-09-27 22:36:22.518020,Check availability,InventorySystem
89,2024-09-27 22:36:22.518020,2024-09-27 22:36:24.844164,Create an order and return an order id to user,BookingSystem
89,2024-09-27 22:36:24.844164,2024-09-27 22:36:29.566019,Confirm and pay,Alice
89,2024-09-27 22:36:29.566019,2024-09-27 22:36:31.973675,Validate user payment information and process payment,PaymentGateway
89,2024-09-27 22:36:31.973675,2024-09-27 22:36:35.972249,Update inventory,InventorySystem
89,2024-09-27 22:36:35.972249,2024-09-27 22:36:40.748773,Send confirmation message to user,BookingSystem
89,2024-09-27 22:36:40.748773,2024-09-27 22:36:45.381828,Receive confirmation,Alice
90,2024-09-27 22:36:02.925155,2024-09-27 22:36:06.766932,Browse attraction page,Alice
90,2024-09-27 22:36:06.766932,2024-09-27 22:36:10.412567,Response attraction information to user,VisitorInformationSystem
90,2024-09-27 22:36:10.412567,2024-09-27 22:36:12.482546,Click specific attraction book now button,Alice
90,2024-09-27 22:36:12.482546,2024-09-27 22:36:13.506089,Response tour information to user,BookingSystem
90,2024-09-27 22:36:13.506089,2024-09-27 22:36:17.893489,View specific tour details,Alice
90,2024-09-27 22:36:17.893489,2024-09-27 22:36:20.342217,Fill personal information and click book button,Alice
90,2024-09-27 22:36:20.342217,2024-09-27 22:36:24.219555,Validate user input,BookingSystem
90,2024-09-27 22:36:24.219555,2024-09-27 22:36:26.905582,Check availability,InventorySystem
90,2024-09-27 22:36:26.905582,2024-09-27 22:36:30.508100,Create an order and return an order id to user,BookingSystem
90,2024-09-27 22:36:30.508100,2024-09-27 22:36:31.664849,Confirm and pay,Alice
90,2024-09-27 22:36:31.664849,2024-09-27 22:36:35.572816,Validate user payment information and process payment,PaymentGateway
90,2024-09-27 22:36:35.572816,2024-09-27 22:36:39.836522,Update inventory,InventorySystem
90,2024-09-27 22:36:39.836522,2024-09-27 22:36:41.597237,Send confirmation message to user,BookingSystem
90,2024-09-27 22:36:41.597237,2024-09-27 22:36:46.382938,Receive confirmation,Alice
91,2024-09-27 22:36:02.925166,2024-09-27 22:36:04.463008,Browse attraction page,Eve
91,2024-09-27 22:36:04.463008,2024-09-27 22:36:06.581295,Response attraction information to user,VisitorInformationSystem
91,2024-09-27 22:36:06.581295,2024-09-27 22:36:07.625890,Click specific attraction book now button,Eve
91,2024-09-27 22:36:07.625890,2024-09-27 22:36:09.155717,Response tour information to user,BookingSystem
91,2024-09-27 22:36:09.155717,2024-09-27 22:36:13.076873,View specific tour details,Eve
91,2024-09-27 22:36:13.076873,2024-09-27 22:36:14.404138,Fill personal information and click book button,Eve
91,2024-09-27 22:36:14.404138,2024-09-27 22:36:15.787446,Validate user input,BookingSystem
91,2024-09-27 22:36:15.787446,2024-09-27 22:36:18.819583,Check availability,InventorySystem
91,2024-09-27 22:36:18.819583,2024-09-27 22:36:21.148662,Create an order and return an order id to user,BookingSystem
91,2024-09-27 22:36:21.148662,2024-09-27 22:36:24.837105,Confirm and pay,Eve
91,2024-09-27 22:36:24.837105,2024-09-27 22:36:27.329867,Validate user payment information and process payment,PaymentGateway
91,2024-09-27 22:36:27.329867,2024-09-27 22:36:32.130199,Update inventory,InventorySystem
91,2024-09-27 22:36:32.130199,2024-09-27 22:36:33.868100,Send confirmation message to user,BookingSystem
91,2024-09-27 22:36:33.868100,2024-09-27 22:36:38.866870,Receive confirmation,Eve
92,2024-09-27 22:36:02.925176,2024-09-27 22:36:04.630064,Browse attraction page,Eve
92,2024-09-27 22:36:04.630064,2024-09-27 22:36:06.515006,Response attraction information to user,VisitorInformationSystem
92,2024-09-27 22:36:06.515006,2024-09-27 22:36:11.228222,Click specific attraction book now button,Eve
92,2024-09-27 22:36:11.228222,2024-09-27 22:36:15.875661,Response tour information to user,BookingSystem
92,2024-09-27 22:36:15.875661,2024-09-27 22:36:20.022457,View specific tour details,Eve
92,2024-09-27 22:36:20.022457,2024-09-27 22:36:23.110659,Fill personal information and click book button,Eve
92,2024-09-27 22:36:23.110659,2024-09-27 22:36:27.871444,Validate user input,BookingSystem
92,2024-09-27 22:36:27.871444,2024-09-27 22:36:31.918691,Check availability,InventorySystem
92,2024-09-27 22:36:31.918691,2024-09-27 22:36:36.797805,Create an order and return an order id to user,BookingSystem
92,2024-09-27 22:36:36.797805,2024-09-27 22:36:38.075973,Confirm and pay,Eve
92,2024-09-27 22:36:38.075973,2024-09-27 22:36:40.810561,Validate user payment information and process payment,PaymentGateway
92,2024-09-27 22:36:40.810561,2024-09-27 22:36:42.532626,Update inventory,InventorySystem
92,2024-09-27 22:36:42.532626,2024-09-27 22:36:46.247080,Send confirmation message to user,BookingSystem
92,2024-09-27 22:36:46.247080,2024-09-27 22:36:48.796896,Receive confirmation,Eve
93,2024-09-27 22:36:02.925184,2024-09-27 22:36:05.849605,Search for attraction,Eve
93,2024-09-27 22:36:05.849605,2024-09-27 22:36:05.849605,Process terminated: System failure,VisitorInformationSystem
94,2024-09-27 22:36:02.925185,2024-09-27 22:36:07.559435,Search for attraction,Eve
94,2024-09-27 22:36:07.559435,2024-09-27 22:36:09.920194,Response attraction information to user,VisitorInformationSystem
94,2024-09-27 22:36:09.920194,2024-09-27 22:36:12.139053,Click specific attraction book now button,Eve
94,2024-09-27 22:36:12.139053,2024-09-27 22:36:13.540662,Response tour information to user,BookingSystem
94,2024-09-27 22:36:13.540662,2024-09-27 22:36:17.532615,View specific tour details,Eve
94,2024-09-27 22:36:17.532615,2024-09-27 22:36:21.719890,Fill personal information and click book button,Eve
94,2024-09-27 22:36:21.719890,2024-09-27 22:36:23.046456,Validate user input,BookingSystem
94,2024-09-27 22:36:23.046456,2024-09-27 22:36:27.374529,Check availability,InventorySystem
94,2024-09-27 22:36:27.374529,2024-09-27 22:36:28.766904,Create an order and return an order id to user,BookingSystem
94,2024-09-27 22:36:28.766904,2024-09-27 22:36:33.294793,Confirm and pay,Eve
94,2024-09-27 22:36:33.294793,2024-09-27 22:36:35.098239,Validate user payment information and process payment,PaymentGateway
94,2024-09-27 22:36:35.098239,2024-09-27 22:36:36.128557,Update inventory,InventorySystem
94,2024-09-27 22:36:36.128557,2024-09-27 22:36:37.348766,Send confirmation message to user,BookingSystem
94,2024-09-27 22:36:37.348766,2024-09-27 22:36:39.683610,Receive confirmation,Eve
95,2024-09-27 22:36:02.925192,2024-09-27 22:36:05.356599,Search for attraction,Alice
95,2024-09-27 22:36:05.356599,2024-09-27 22:36:07.237225,Response attraction information to user,VisitorInformationSystem
95,2024-09-27 22:36:07.237225,2024-09-27 22:36:10.204397,Click specific attraction book now button,Alice
95,2024-09-27 22:36:10.204397,2024-09-27 22:36:15.179332,Response tour information to user,BookingSystem
95,2024-09-27 22:36:15.179332,2024-09-27 22:36:17.650010,View specific tour details,Alice
95,2024-09-27 22:36:17.650010,2024-09-27 22:36:19.955271,Fill personal information and click book button,Alice
95,2024-09-27 22:36:19.955271,2024-09-27 22:36:23.855946,Validate user input,BookingSystem
95,2024-09-27 22:36:23.855946,2024-09-27 22:36:25.414705,Check availability,InventorySystem
95,2024-09-27 22:36:25.414705,2024-09-27 22:36:28.573904,Create an order and return an order id to user,BookingSystem
95,2024-09-27 22:36:28.573904,2024-09-27 22:36:32.335374,Confirm and pay,Alice
95,2024-09-27 22:36:32.335374,2024-09-27 22:36:36.973289,Validate user payment information and process payment,PaymentGateway
95,2024-09-27 22:36:36.973289,2024-09-27 22:36:38.557175,Update inventory,InventorySystem
95,2024-09-27 22:36:38.557175,2024-09-27 22:36:42.749326,Send confirmation message to user,BookingSystem
95,2024-09-27 22:36:42.749326,2024-09-27 22:36:46.318648,Receive confirmation,Alice
96,2024-09-27 22:36:02.925199,2024-09-27 22:36:07.273364,Browse attraction page,Charlie
96,2024-09-27 22:36:07.273364,2024-09-27 22:36:12.068816,Response attraction information to user,VisitorInformationSystem
96,2024-09-27 22:36:12.068816,2024-09-27 22:36:13.350230,Click specific attraction book now button,Charlie
96,2024-09-27 22:36:13.350230,2024-09-27 22:36:15.311334,Response tour information to user,BookingSystem
96,2024-09-27 22:36:15.311334,2024-09-27 22:36:18.837608,View specific tour details,Charlie
96,2024-09-27 22:36:18.837608,2024-09-27 22:36:23.064136,Fill personal information and click book button,Charlie
96,2024-09-27 22:36:23.064136,2024-09-27 22:36:26.093961,Validate user input,BookingSystem
96,2024-09-27 22:36:26.093961,2024-09-27 22:36:27.199622,Check availability,InventorySystem
96,2024-09-27 22:36:27.199622,2024-09-27 22:36:28.230725,Create an order and return an order id to user,BookingSystem
96,2024-09-27 22:36:28.230725,2024-09-27 22:36:32.269223,Confirm and pay,Charlie
